question_id,type,mean_score
0,testing,7521.090909090909
1,testing,4995.32
2,testing,4385.942028985507
3,testing,5759.05
4,testing,3745.6
5,testing,1966.0449438202247
6,testing,5668.292682926829
7,testing,5257.695652173913
8,testing,2632.0242424242424
9,testing,6964.786885245901
10,testing,5170.144329896907
11,testing,4514.204724409449
12,testing,5665.268292682927
13,testing,5544.84705882353
14,testing,5811.180722891566
15,testing,6092.108108108108
16,testing,5582.761904761905
17,testing,5312.126315789474
18,testing,5015.84
19,testing,5644.571428571428
20,testing,5096.115384615385
21,testing,2883.505016722408
22,testing,4635.126050420168
23,testing,4025.923076923077
24,testing,7807.923076923077
25,testing,4237.971014492754
26,testing,5570.939759036145
27,testing,7503.781818181818
28,testing,4881.752380952381
29,testing,5552.559139784947
30,testing,6372.231884057971
31,testing,7549.555555555556
32,testing,5680.279069767442
33,testing,4960.196078431372
34,testing,4189.702127659574
35,testing,1872.7739938080495
36,testing,3836.3037974683543
37,testing,2691.918181818182
38,testing,5183.089108910891
39,testing,6029.87012987013
40,testing,6657.3538461538465
41,testing,5777.333333333333
42,testing,6061.013333333333
43,testing,4698.238532110092
44,testing,2141.698289269051
45,testing,6340.114285714286
46,testing,5941.766233766234
47,testing,1859.3473507148865
48,testing,6245.808219178082
49,testing,5176.5161290322585
50,testing,6148.053333333333
51,testing,5651.219512195122
52,testing,4755.8899082568805
53,testing,4676.283185840708
54,testing,6822.412698412699
55,testing,2536.9681528662422
56,testing,1916.9354838709678
57,testing,6289.888888888889
58,testing,8713.155555555555
59,testing,2581.3895781637716
60,testing,6484.358208955224
61,testing,7530.0
62,testing,2943.5642023346304
63,testing,6037.789473684211
64,testing,3135.344827586207
65,testing,5276.98969072165
66,testing,7768.226415094339
67,testing,2691.151515151515
68,testing,4542.503816793893
69,testing,7175.457627118644
70,testing,3150.9505703422055
71,testing,5432.229885057472
72,testing,7070.933333333333
73,testing,2688.2644628099174
74,testing,1856.7945413191812
75,testing,7478.763636363637
