question_id,type,mean_score
0,testing,-17.404605263157894
1,testing,-18.243872549019606
2,testing,-19.791517857142857
3,testing,-17.9984756097561
4,testing,-17.615728021978022
5,testing,-13.795168067226891
6,testing,-16.871279761904763
7,testing,-18.2280585106383
8,testing,-15.349585843373495
9,testing,-17.12202380952381
10,testing,-18.01388888888889
11,testing,-19.314437984496124
12,testing,-17.714285714285715
13,testing,-17.807471264367816
14,testing,-18.33014705882353
15,testing,-17.819901315789473
16,testing,-17.7921511627907
17,testing,-17.890463917525775
18,testing,-19.03676470588235
19,testing,-17.68168604651163
20,testing,-18.80188679245283
21,testing,-18.51058970099668
22,testing,-18.93388429752066
23,testing,-19.085838607594937
24,testing,-17.082175925925927
25,testing,-18.39107142857143
26,testing,-17.745588235294118
27,testing,-17.216008771929825
28,testing,-18.305490654205606
29,testing,-17.836184210526316
30,testing,-17.516725352112676
31,testing,-17.161830357142858
32,testing,-17.274857954545453
33,testing,-18.606370192307693
34,testing,-18.293706293706293
35,testing,-14.737899073120495
36,testing,-18.893359375
37,testing,-15.843467194570136
38,testing,-19.241504854368934
39,testing,-17.703322784810126
40,testing,-17.38339552238806
41,testing,-18.10828488372093
42,testing,-17.34577922077922
43,testing,-18.02252252252252
44,testing,-14.865794573643411
45,testing,-17.84722222222222
46,testing,-17.98259493670886
47,testing,-14.90952980688497
48,testing,-18.391666666666666
49,testing,-18.07171052631579
50,testing,-17.522727272727273
51,testing,-18.773065476190474
52,testing,-17.79560810810811
53,testing,-17.98913043478261
54,testing,-18.51923076923077
55,testing,-15.988636363636363
56,testing,-15.151833631484795
57,testing,-18.6875
58,testing,-17.1781914893617
59,testing,-16.335802469135803
60,testing,-18.13768115942029
61,testing,-16.957589285714285
62,testing,-15.397683397683398
63,testing,-18.939102564102566
64,testing,-15.443910256410257
65,testing,-17.002525252525253
66,testing,-17.79431818181818
67,testing,-16.34178082191781
68,testing,-18.774906015037594
69,testing,-18.276639344262296
70,testing,-17.462028301886793
71,testing,-16.980337078651687
72,testing,-18.418346774193548
73,testing,-16.306506849315067
74,testing,-12.756434519303557
75,testing,-17.98793859649123
76,testing,-15.999080882352942
77,testing,-16.895833333333332
78,testing,-17.81477272727273
79,testing,-15.952631578947368
80,testing,-13.195430513595166
81,testing,-18.74923780487805
82,testing,-16.905625
83,testing,-17.286897590361445
84,testing,-18.65205223880597
85,testing,-17.46522988505747
86,testing,-16.539893617021278
87,testing,-17.98355263157895
88,testing,-14.95809925093633
89,testing,-12.348911830357142
90,testing,-17.87295081967213
91,testing,-18.697557471264368
92,testing,-18.76073232323232
93,testing,-18.26086956521739
94,testing,-18.50657894736842
95,testing,-16.94392123287671
96,testing,-18.318359375
97,testing,-16.975806451612904
98,testing,-15.26990898748578
99,testing,-18.34326923076923
100,testing,-16.62171052631579
101,testing,-17.270182291666668
102,testing,-17.89116379310345
103,testing,-17.59722222222222
104,testing,-14.246367735470942
105,testing,-18.33877840909091
106,testing,-18.52995867768595
107,testing,-16.804073033707866
108,testing,-18.239754098360656
109,testing,-17.624228395061728
110,testing,-17.568181818181817
111,testing,-18.61266447368421
112,testing,-17.555434782608696
113,testing,-14.890561483739837
114,testing,-18.296875
115,testing,-17.940315315315317
