question_id,type,mean_score
0,testing,1.9129317434210527
1,testing,1.5347607182521446
2,testing,1.2844229561941964
3,testing,1.4746763648056402
4,testing,1.1522106128734546
5,testing,0.019256730707419685
6,testing,1.7428864978608631
7,testing,1.339620387300532
8,testing,0.9537603539156626
9,testing,1.8642035590277777
10,testing,1.5597287572995582
11,testing,1.3754267729530039
12,testing,1.9950183686755953
13,testing,1.7959917441181752
14,testing,1.3442081227022058
15,testing,1.947029515316612
16,testing,1.6019281786541606
17,testing,1.1206809761597938
18,testing,1.4964970607383579
19,testing,1.844608040743096
20,testing,0.9587953675468013
21,testing,0.9981287959406147
22,testing,1.363782646242252
23,testing,1.1864633680898933
24,testing,2.1275951244212963
25,testing,1.7114989144461497
26,testing,1.7260857077205882
27,testing,2.179670367324561
28,testing,1.2222529616311333
29,testing,1.380283717105263
30,testing,1.6060980138644365
31,testing,1.2234126499720983
32,testing,0.9007790305397727
33,testing,1.4791907163766713
34,testing,1.7887000237311517
35,testing,0.8055873678346863
36,testing,1.2223060607910157
37,testing,0.8436119459333463
38,testing,1.1631226771086165
39,testing,1.9122360808939873
40,testing,1.7266980071565998
41,testing,1.6910927351130995
42,testing,2.0025999391233764
43,testing,1.573156958227759
44,testing,1.1104883474897045
45,testing,1.4504462348090277
46,testing,1.6186956091772151
47,testing,0.8199210395140372
48,testing,0.9175
49,testing,1.5688457288240132
50,testing,1.6915235643262987
51,testing,1.0021500360398066
52,testing,1.3672831767314189
53,testing,1.397021484375
54,testing,1.1229210486778847
55,testing,0.7605729536576704
56,testing,0.7029408129042077
57,testing,0.891627956081081
58,testing,1.2798578789893618
59,testing,0.9230167341820987
60,testing,1.1810444265172102
61,testing,1.3875928606305803
62,testing,0.8543429798140949
63,testing,0.920326428535657
64,testing,1.3131108732305021
65,testing,1.0216768823488793
66,testing,1.280755060369318
67,testing,0.7608004635327483
68,testing,0.947944354293938
69,testing,1.1260205878586065
70,testing,0.8883407304871757
71,testing,1.6872654604108146
72,testing,1.2143160912298387
73,testing,0.7587078773812072
74,testing,0.9296049483340405
75,testing,1.2450743558114035
76,testing,0.7646796282599954
77,testing,1.9609607514880953
78,testing,1.1866177645596592
79,testing,0.7665418122944079
80,testing,0.821962938568023
81,testing,1.3623165967987805
82,testing,1.84595703125
83,testing,1.7951513083584338
84,testing,0.9809734287546642
85,testing,0.6863251433975395
86,testing,0.5563475696753103
87,testing,1.4061215049342106
88,testing,1.2042853537570224
89,testing,1.0493044895785195
90,testing,1.1774061859631149
91,testing,1.5359141908842942
92,testing,1.1020088581123737
93,testing,1.2794844033061594
94,testing,1.2097347861842105
95,testing,1.3311357106247994
96,testing,1.095794677734375
97,testing,1.3743667602539062
98,testing,1.0347364423489271
99,testing,0.9242563100961538
100,testing,0.6249416418242872
101,testing,1.4544461568196614
102,testing,1.2302056674299569
103,testing,1.3940507192460319
104,testing,0.6854674486454598
105,testing,0.8561345880681818
