question_id,type,mean_score
0,testing,-4.21008086622807
1,testing,-4.685757506127451
2,testing,-4.585859026227679
3,testing,-4.315405868902439
4,testing,-4.246968363667582
5,testing,-4.807258157169118
6,testing,-3.955929710751488
7,testing,-4.598341921542553
8,testing,-3.9728783297251504
9,testing,-3.9172789558531744
10,testing,-4.778004655934343
11,testing,-4.529690528100775
12,testing,-3.8909970238095237
13,testing,-4.680338541666667
14,testing,-4.127992876838236
15,testing,-4.343056126644737
16,testing,-4.692019440406977
17,testing,-4.066851743717783
18,testing,-4.219853419883578
19,testing,-4.296170966569767
20,testing,-4.29505085495283
21,testing,-4.874487385797342
22,testing,-4.795204351756198
23,testing,-4.646716154074367
24,testing,-3.603172019675926
25,testing,-4.832400948660714
26,testing,-3.8577320772058825
27,testing,-3.630225466008772
28,testing,-4.822046582943925
29,testing,-4.172399259868421
30,testing,-4.358494718309859
31,testing,-4.1068115234375
32,testing,-3.9492853338068183
33,testing,-4.214266263521635
34,testing,-4.497903463723776
35,testing,-4.23307157569516
36,testing,-4.784942626953125
37,testing,-4.121791925904978
38,testing,-4.454518734830097
39,testing,-4.001446301424051
40,testing,-4.499344099813433
41,testing,-4.228754087936046
42,testing,-4.313121448863637
43,testing,-4.290739042264921
44,testing,-4.032261385658915
45,testing,-4.258382161458333
46,testing,-4.4076097705696204
47,testing,-3.841561446362038
48,testing,-4.849283854166667
49,testing,-4.458943256578947
50,testing,-4.016462053571429
51,testing,-4.8456914992559526
52,testing,-4.470491976351352
53,testing,-4.380322265625
54,testing,-4.829912860576923
55,testing,-4.035110828488372
56,testing,-3.6811605327244523
57,testing,-4.416042018581081
58,testing,-4.021027260638298
59,testing,-4.455475983796297
60,testing,-4.168421648550725
61,testing,-4.0828857421875
62,testing,-4.338071609555985
63,testing,-4.716045673076923
64,testing,-4.204393696581197
65,testing,-4.063880997474747
66,testing,-4.339053622159091
67,testing,-4.207958315496575
68,testing,-4.710880595042293
69,testing,-4.36436987704918
70,testing,-4.402970224056604
71,testing,-3.4225717608848316
72,testing,-4.71648185483871
73,testing,-4.169901808647261
74,testing,-4.22767212930545
75,testing,-4.4004677220394735
76,testing,-4.026806230304622
77,testing,-3.7277715773809526
78,testing,-4.495188210227273
79,testing,-4.043721217105263
80,testing,-4.376773154267371
81,testing,-5.027748666158536
82,testing,-4.05181640625
83,testing,-4.140130835843373
84,testing,-4.572294776119403
85,testing,-4.544151849856322
86,testing,-4.209547687647754
87,testing,-4.4031318530701755
88,testing,-4.54866719335206
89,testing,-4.222880942480905
90,testing,-4.322121542008197
