question_id,type,mean_score
0,testing,0.1412511365167026
1,testing,0.1809521843405331
2,testing,0.13445055312004642
3,testing,0.2595439129565136
4,testing,0.1317209793349444
5,testing,0.14812709845906405
6,testing,0.1870620364234561
7,testing,0.24075544641373006
8,testing,0.11149262218940549
9,testing,0.1964876689608135
10,testing,0.1438000248927696
11,testing,0.1418298444440288
12,testing,0.17715927491705102
13,testing,0.1786969064295977
14,testing,0.19267905630716464
15,testing,0.219105369166324
16,testing,0.20891189575195312
17,testing,0.1517918904622396
18,testing,0.1791093863692938
19,testing,0.16325059047965115
20,testing,0.16936938597424195
21,testing,0.1062613428603484
22,testing,0.173448294647469
23,testing,0.11229731073442674
24,testing,0.2701958550347222
25,testing,0.0992266337076823
26,testing,0.23398757562404726
27,testing,0.21547980057565788
28,testing,0.1184857805198598
29,testing,0.16269318600918384
30,testing,0.2617067148987676
31,testing,0.22600010463169642
32,testing,0.20685317095588235
33,testing,0.1960893649499393
34,testing,0.14229572520536535
35,testing,0.1599862293530536
36,testing,0.1595327915289463
37,testing,0.17062108656939337
38,testing,0.13110413843271684
39,testing,0.17713522609276108
40,testing,0.18932194496268656
41,testing,0.15943895067487443
42,testing,0.2284335842380276
43,testing,0.16778268165958737
44,testing,0.08804664912186269
45,testing,0.262603759765625
46,testing,0.17830841450751583
47,testing,0.0757410770375857
48,testing,0.10949506257709704
49,testing,0.1319683854297925
50,testing,0.15621314110693993
51,testing,0.14840153285435267
52,testing,0.15405184084230716
53,testing,0.11301461581526132
54,testing,0.21860914963942307
55,testing,0.1303961661554152
56,testing,0.06609492612042368
57,testing,0.19518300649282094
58,testing,0.24364566802978516
59,testing,0.1312815649551049
60,testing,0.17810911290785847
61,testing,0.21184212820870535
62,testing,0.1212445068359375
63,testing,0.19022456301918514
64,testing,0.12900764813561658
65,testing,0.20836984734786185
66,testing,0.27341828522858797
67,testing,0.1588126073909711
68,testing,0.104858154296875
69,testing,0.17808483492943547
70,testing,0.19080754180452716
71,testing,0.12602586012620193
72,testing,0.2642454117063492
73,testing,0.1589099546022053
74,testing,0.0391394627750891
75,testing,0.24944425884046054
76,testing,0.1318729148360197
77,testing,0.1452567960009163
78,testing,0.25791681463068183
79,testing,0.13043855926597933
80,testing,0.07073046638991165
81,testing,0.2074188420801987
82,testing,0.13336035217901673
83,testing,0.16691352747663668
84,testing,0.1865863222064394
85,testing,0.1728676131793431
86,testing,0.15989979598221765
87,testing,0.22884663364343477
88,testing,0.04691475459507533
89,testing,-0.05476187378851875
90,testing,0.20109023422491354
91,testing,0.1076559323316429
92,testing,0.14402572313944498
93,testing,0.2045461170708955
94,testing,0.1532003983207371
95,testing,0.02293789614537719
96,testing,0.2618776351686508
97,testing,0.17089351530997984
98,testing,0.12976341768336377
99,testing,0.2560516357421875
100,testing,0.20238526399470558
101,testing,0.22058470352836276
102,testing,0.22104149533991227
103,testing,0.2223384796626984
104,testing,0.07694713014071106
105,testing,0.12208118657956178
106,testing,0.14269289196047008
107,testing,0.11405050343480604
108,testing,0.19117799352426998
109,testing,0.1625475471402392
110,testing,0.19511824387770432
111,testing,0.1932949954516267
112,testing,0.20853003140153556
113,testing,0.07653761874880399
114,testing,0.26227306928790983
115,testing,0.15194091796875
116,testing,0.17915197921125856
117,testing,0.20019632975260418
118,testing,0.15003489024603545
119,testing,0.20770015272983286
120,testing,0.19301937787960738
121,testing,0.09921196069610252
122,testing,0.09069794039183025
123,testing,0.17483817206488717
124,testing,0.114462507531998
125,testing,0.1656336291082974
126,testing,0.2290472215221774
127,testing,0.16117434598961655
128,testing,0.09935924435450026
129,testing,0.17677787885273974
130,testing,0.15515056409333883
131,testing,0.16345384385850695
132,testing,0.27474172491776316
133,testing,0.1725311279296875
134,testing,0.13008819768826166
135,testing,0.18107138739691842
136,testing,0.07600007526615123
137,testing,0.13174763732641673
138,testing,0.1703101264105903
139,testing,0.10307199661045859
140,testing,0.09343889508928571
141,testing,0.1874000862853168
142,testing,0.1295816116333008
143,testing,0.1821995785361842
144,testing,0.24764264216188525
145,testing,0.15710702234384966
146,testing,0.09263963594923924
147,testing,0.28372247869318185
148,testing,0.16252460885555187
149,testing,0.15638133457728795
150,testing,0.10503019135573814
151,testing,0.15725457863729508
152,testing,0.13101030432659647
153,testing,0.20893338831459604
154,testing,0.07700635160994433
155,testing,0.12062176454414442
156,testing,0.21167960999503968
157,testing,0.167548828125
158,testing,0.15182665359875389
159,testing,0.18013387651585822
160,testing,0.06458547711372375
161,testing,0.07424537621681176
162,testing,0.1981397061734586
163,testing,0.13338401880157127
164,testing,0.10590835676040475
165,testing,0.1714620469491693
166,testing,0.12446906831529406
167,testing,0.10213285814814207
168,testing,0.19967041015625
169,testing,0.09564592127214398
170,testing,0.07521699604235198
171,testing,0.22186279296875
172,testing,0.17780079561121323
173,testing,0.16044275384200246
174,testing,0.24559904399671054
175,testing,0.11449917532662128
176,testing,0.1608644784589406
177,testing,0.22822272940857768
178,testing,0.2103786716213474
179,testing,0.07851624819967482
180,testing,0.18829829518387958
181,testing,0.19727920699905563
182,testing,0.07597091800235756
183,testing,0.23773563269412878
184,testing,0.14140790574094084
185,testing,0.09952443116789411
186,testing,0.18281046549479166
187,testing,0.18633547016218596
188,testing,0.12909567696707588
189,testing,0.2600911458333333
190,testing,0.1674675574669471
191,testing,0.1309720126065341
192,testing,0.22289546843497984
193,testing,0.15929578950133505
194,testing,0.20801398459445225
195,testing,0.16835880279541016
196,testing,0.2180261721556214
197,testing,0.2018384612008427
198,testing,0.18478455414643158
199,testing,0.09132048928526026
200,deployment,0.14291409329251126
201,deployment,0.16135003320102034
202,deployment,0.13340142067898525
203,deployment,0.144151648696588
204,deployment,0.12721463392407115
205,deployment,0.1152465317275498
206,deployment,0.09457866350809734
207,deployment,0.12023045784299555
208,deployment,0.10230489888805554
209,deployment,0.08377776578250208
210,deployment,0.11587932374742296
211,deployment,0.1545749240451389
212,deployment,0.12296743392944336
213,deployment,0.2517612736399581
214,deployment,0.23372118400804925
215,deployment,0.18076745395002694
216,deployment,0.0971592166559483
217,deployment,0.07110233306884765
218,deployment,0.1626377720986643
219,deployment,0.20223294771634615
220,deployment,0.12148609676876583
221,deployment,0.12328594857519799
222,deployment,0.10055819424715909
223,deployment,0.1367214931530899
224,deployment,0.10307174033307015
225,deployment,0.13386681229595976
226,deployment,0.16723989829038963
227,deployment,0.16241184532219635
228,deployment,0.19830189580502716
229,deployment,0.1277869248891378
230,deployment,0.22298869680851063
231,deployment,0.12107858971660272
232,deployment,0.22201251983642578
233,deployment,0.22664563409213362
234,deployment,0.11958169574978986
235,deployment,0.11612773998292199
236,deployment,0.1213714367172624
237,deployment,0.13222771721917229
238,deployment,0.2183745907198998
239,deployment,0.1418860164689429
240,deployment,0.16692127900965073
241,deployment,0.23837981826957616
242,deployment,0.12889522137028156
243,deployment,0.022718361225621455
244,deployment,0.3224875710227273
245,deployment,0.1363405500139509
246,deployment,0.05261281331380208
247,deployment,0.12147504633123224
248,deployment,0.08252902872422162
249,deployment,0.19789962081221846
250,deployment,0.17391146146334135
251,deployment,0.15102456842811363
252,deployment,0.15399678548177084
253,deployment,0.04226957048688616
254,deployment,0.22970435732886904
255,deployment,0.11975056416279561
256,deployment,0.14883987991898148
257,deployment,0.2008350320058326
258,deployment,0.030119614079896256
259,deployment,0.12180029920968061
260,deployment,0.16632581736943494
261,deployment,0.15293515227561774
262,deployment,0.13983512411312182
