question_id,type,mean_score
0,testing,-0.9598262392241379
1,testing,-1.4164680032169117
2,testing,-1.2200063069661458
3,testing,-0.9306155285203314
4,testing,-1.16465276513396
5,testing,-0.9113569729103486
6,testing,-1.0605991908482142
7,testing,-1.2248405294215425
8,testing,-1.1100814516951398
9,testing,-1.0364118303571428
10,testing,-1.3738534964767157
11,testing,-0.9840836063508065
12,testing,-1.1726206584149097
13,testing,-1.3892990638469827
14,testing,-0.9112206435785061
15,testing,-0.8722680744371916
16,testing,-1.5335565611373547
17,testing,-0.8380172893565189
18,testing,-1.1175225949754901
19,testing,-1.265629258266715
20,testing,-1.1878504989170793
21,testing,-0.8728550784410396
22,testing,-1.438808472688533
23,testing,-0.8595694232460679
24,testing,-0.8259367766203703
25,testing,-1.5589370727539062
26,testing,-1.269547625285823
27,testing,-0.9020535653097588
28,testing,-1.5522723331629673
29,testing,-1.0616948553856382
30,testing,-1.166656923965669
31,testing,-0.7538190569196429
32,testing,-1.1334653966567096
33,testing,-1.248642893670832
34,testing,-1.4763300278607536
35,testing,-0.9834682013398858
36,testing,-0.7882373516376202
37,testing,-1.364106920030382
38,testing,-1.0790392817283163
39,testing,-1.0890464299841771
40,testing,-1.2946959538246268
41,testing,-1.4108806791759672
42,testing,-0.9736482694551543
43,testing,-1.2357305137856494
44,testing,-1.4471125084584153
45,testing,-1.0570738886443662
46,testing,-1.2290919822982596
47,testing,-1.1683812490734293
48,testing,-1.1317604466488487
49,testing,-1.3305460611979167
50,testing,-0.772053508015422
51,testing,-0.601913815452939
52,testing,-1.4407321139498874
53,testing,-1.2064240554283405
54,testing,-1.0841871995192307
55,testing,-1.2668187541346396
56,testing,-1.1177417492664277
57,testing,-0.8380572344805743
58,testing,-0.8980204264322916
59,testing,-1.2312396803401653
60,testing,-0.9011158662683824
61,testing,-0.9889875139508929
62,testing,-0.8101297607421875
63,testing,-0.8329382787776899
64,testing,-1.5290451366377074
65,testing,-0.7693192331414473
66,testing,-0.9935257523148148
67,testing,-1.3268707275390625
68,testing,-1.35180859375
69,testing,-0.9991415700604839
70,testing,-1.282497121326959
71,testing,-1.0112787603021978
72,testing,-1.0784660218253967
73,testing,-1.3210064079188093
74,testing,-0.6527187208319192
75,testing,-0.8231757983826754
76,testing,-1.268668428929392
77,testing,-1.3379373432677468
78,testing,-0.8605158025568181
79,testing,-1.2725862709872693
80,testing,-0.6426140637711762
81,testing,-1.307496624228395
82,testing,-1.125244140625
83,testing,-1.0119706165941456
84,testing,-0.7797703598484849
85,testing,-1.0265143258231026
86,testing,-1.3698756650050268
87,testing,-1.0143486156798245
88,testing,-1.5226635251726424
89,testing,-0.8977287134513151
90,testing,-1.1365746670081966
91,testing,-1.3942714044225146
92,testing,-1.0421168009440105
93,testing,-0.8063053871268657
94,testing,-0.600189208984375
95,testing,-1.6565963842306928
96,testing,-1.0232669890873016
97,testing,-1.0124039188508065
98,testing,-1.1809912498222412
99,testing,-0.85977783203125
100,testing,-1.3237677960356404
101,testing,-1.7159556513247283
102,testing,-0.8504231770833334
103,testing,-0.7411314949156746
104,testing,-1.1298911923267803
105,testing,-0.8357508867636494
106,testing,-1.2182815421340811
107,testing,-0.9057027882543104
108,testing,-0.7218287733734631
109,testing,-1.3727816358024691
110,testing,-1.3056840163010817
111,testing,-0.8417751364511986
112,testing,-1.0801191658809268
113,testing,-0.9739743477493302
114,testing,-0.8645461035556481
115,testing,-1.6292913263494317
116,testing,-0.9786055055383134
117,testing,-0.9947224934895833
118,testing,-1.380116021455224
119,testing,-0.7471611555232558
120,testing,-0.8115250025040064
121,testing,-0.8901627787043539
122,testing,-1.4533463490160206
123,testing,-0.8267771402994791
124,testing,-1.6888583568816489
125,testing,-0.8902419517780172
126,testing,-1.2520948840725807
127,testing,-1.3056670986876195
128,testing,-0.8742194057496127
129,testing,-0.8371732528895548
130,testing,-0.6185932360197368
131,testing,-1.1738552517361112
132,testing,-0.9103361430921053
133,testing,-1.0372780247738487
134,testing,-1.0508097410202026
135,testing,-0.6347334120008681
136,testing,-1.3481495911593264
137,testing,-0.9227275009379009
138,testing,-0.8855836656358507
139,testing,-1.0973945513163528
140,testing,-1.3167201450892858
141,testing,-0.871867976776541
142,testing,-1.2738291015625
143,testing,-0.9582310726768092
144,testing,-0.8404601050204918
145,testing,-1.512134785554847
146,testing,-1.2192783773380473
147,testing,-0.8259610262784091
148,testing,-1.5092098154920213
149,testing,-1.1910319010416666
150,testing,-1.3883168889188218
151,testing,-0.7221919825819673
152,testing,-0.9711781377377717
153,testing,-1.071211652057927
154,testing,-1.3282478116301872
155,testing,-0.8981400276850728
156,testing,-0.7607886904761905
157,testing,-0.957900390625
158,testing,-1.1044836123127582
159,testing,-0.8988116819467118
160,testing,-1.389556884765625
161,testing,-1.432769532180543
162,testing,-1.2264123865076013
163,testing,-1.1640556421172752
164,testing,-1.3105857028568364
165,testing,-0.5464469813093354
166,testing,-1.4086153242323134
167,testing,-0.883503389759224
168,testing,-0.7506760817307693
169,testing,-1.4011134097450657
170,testing,-0.7655982301946271
171,testing,-0.9881004050925926
172,testing,-1.0336196899414063
173,testing,-0.5531664396587171
174,testing,-1.0914113898026316
175,testing,-1.203603541597407
176,testing,-0.982639460359717
177,testing,-1.111356552333048
